没有配置要使用的数据服务，请修改全局配置中的datafeed相关内容
2026-05-21 10:28:00.352 | INFO | MainEngine | 连接登录 -> AKSHARE
2026-05-21 10:28:00.353 | INFO | AKSHARE | akshare gateway 启动（行情 only），轮询 5.0s
2026-05-21 10:28:02.354 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600330', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 10:28:02.356 | INFO | AKSHARE | 订阅 600330.SSE (累计 1 只)
2026-05-21 10:28:02.356 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002256', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 10:28:02.360 | INFO | AKSHARE | 订阅 002256.SZSE (累计 2 只)
2026-05-21 10:28:02.361 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002453', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 10:28:02.362 | INFO | AKSHARE | 订阅 002453.SZSE (累计 3 只)
2026-05-21 10:28:02.363 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603601', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 10:28:02.366 | INFO | AKSHARE | 订阅 603601.SSE (累计 4 只)
2026-05-21 10:28:02.366 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='002428', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 10:28:02.368 | INFO | AKSHARE | 订阅 002428.SZSE (累计 5 只)
2026-05-21 10:28:02.369 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='600130', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 10:28:02.371 | INFO | AKSHARE | 订阅 600130.SSE (累计 6 只)
2026-05-21 10:28:02.372 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603178', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 10:28:02.373 | INFO | AKSHARE | 订阅 603178.SSE (累计 7 只)
2026-05-21 10:28:02.374 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='603986', exchange=<Exchange.SSE: 'SSE'>)
2026-05-21 10:28:02.376 | INFO | AKSHARE | 订阅 603986.SSE (累计 8 只)
2026-05-21 10:28:02.378 | INFO | MainEngine | 订阅行情 -> AKSHARE：SubscribeRequest(symbol='301120', exchange=<Exchange.SZSE: 'SZSE'>)
2026-05-21 10:28:02.378 | INFO | AKSHARE | 订阅 301120.SZSE (累计 9 只)
  📡 获取实时行情（新浪）...
