code,entry_date,exit_date,entry_price,exit_price,pnl_pct,hold_days,win,cumulative,peak,drawdown,pnl_bin,month
sh.603259,2026-01-07,2026-02-03,94.771,91.936,-2.99,27,0,11.00383744787915,26.58362810112879,-58.606713101693195,-5%~-2%,2026-02
sz.002460,2025-12-29,2026-02-06,68.88,61.0,-11.44,39,0,9.744998443841775,26.58362810112879,-63.34210512285949,<-10%,2026-02
sz.002230,2026-01-06,2026-02-09,54.07,55.75,3.11,34,1,10.048067895445254,26.58362810112879,-62.20204459218043,2%~5%,2026-02
sz.000725,2025-12-04,2026-02-24,4.02,4.22,4.98,82,1,10.548461676638428,26.58362810112879,-60.319706412871014,2%~5%,2026-02
sz.000630,2025-12-02,2026-02-24,5.319,7.194,35.26,84,1,14.26784926382114,26.58362810112879,-46.32843489404932,>10%,2026-02
sh.601888,2025-12-23,2026-02-25,92.67,83.0,-10.43,64,0,12.779712585604594,26.58362810112879,-51.926379134599976,<-10%,2026-02
sz.300124,2025-12-09,2026-02-27,73.512,73.045,-0.64,80,0,12.697922425056726,26.58362810112879,-52.234050308138535,-2%~0%,2026-02
sz.000568,2026-01-30,2026-02-27,123.17,111.04,-9.85,28,0,11.447177066188639,26.58362810112879,-56.93899635278689,-10%~-5%,2026-02
sz.000568,2026-01-30,2026-02-27,123.17,111.04,-9.85,28,0,10.319630125169057,26.58362810112879,-61.180505212037374,-10%~-5%,2026-02
sh.600809,2026-01-30,2026-03-03,176.91,158.2,-10.58,32,0,9.22781325792617,26.58362810112879,-65.28760776060383,<-10%,2026-03
sh.600809,2026-01-30,2026-03-03,176.91,158.2,-10.58,32,0,8.251510615237581,26.58362810112879,-68.96017885953194,<-10%,2026-03
sz.002415,2026-01-07,2026-03-04,29.776,29.355,-1.41,56,0,8.135164315562731,26.58362810112879,-69.39784033761255,-2%~0%,2026-03
sh.603259,2026-02-12,2026-03-04,101.139,91.838,-9.2,20,0,7.38672919853096,26.58362810112879,-72.21323902655219,-10%~-5%,2026-03
sh.600031,2026-02-10,2026-03-04,23.68,22.0,-7.09,22,0,6.863010098355115,26.58362810112879,-74.18332037956964,-10%~-5%,2026-03
sz.300122,2026-01-27,2026-03-04,19.24,15.89,-17.41,36,0,5.66816004023149,26.58362810112879,-78.67800430148657,<-10%,2026-03
sz.002371,2025-12-02,2026-03-04,442.58,443.22,0.14,92,1,5.676095464287814,26.58362810112879,-78.64815350750864,0%~2%,2026-03
sh.603986,2025-12-24,2026-03-04,219.68,272.493,24.04,70,1,7.040628813902604,26.58362810112879,-73.51516961071373,>10%,2026-03
sh.601100,2025-07-01,2026-03-04,72.021,105.9,47.04,246,1,10.352540607962387,26.58362810112879,-61.05670539559347,>10%,2026-03
sz.300750,2026-02-09,2026-03-05,364.78,339.26,-7.0,24,0,9.62786276540502,26.58362810112879,-63.78273601790193,-10%~-5%,2026-03
sh.600519,2026-01-30,2026-03-05,1435.0,1406.0,-2.02,34,0,9.433379937543839,26.58362810112879,-64.51432475034031,-5%~-2%,2026-03
sh.600519,2026-01-30,2026-03-05,1435.0,1406.0,-2.02,34,0,9.242825662805453,26.58362810112879,-65.23113539038341,-5%~-2%,2026-03
sz.000333,2026-02-05,2026-03-05,79.83,76.6,-4.05,28,0,8.868491223461833,26.58362810112879,-66.63927440707289,-5%~-2%,2026-03
sh.601168,2025-05-15,2026-03-10,15.133,31.5,108.15,299,1,18.459764481635805,26.58362810112879,-30.55964967832224,,2026-03
sh.600028,2025-12-31,2026-03-11,6.16,6.5,5.52,70,1,19.4787434810221,26.58362810112879,-26.72654234056564,5%~10%,2026-03
sh.600763,2026-01-12,2026-03-13,41.75,44.9,7.54,60,1,20.947440739491164,26.58362810112879,-21.2017236330443,5%~10%,2026-03
sz.000338,2025-10-16,2026-03-17,14.375,25.0,73.91,152,1,36.429694190049084,36.429694190049084,0.0,>10%,2026-03
sh.600010,2026-01-30,2026-03-18,2.6,2.78,6.92,47,1,38.95062902800048,38.95062902800048,0.0,5%~10%,2026-03
sz.000725,2026-03-02,2026-03-18,4.44,4.23,-4.73,16,0,37.10826427497606,38.95062902800048,-4.729999999999992,-5%~-2%,2026-03
sz.002142,2025-12-19,2026-03-20,28.59,30.2,5.63,91,1,39.19745955365721,39.19745955365721,0.0,5%~10%,2026-03
sz.000002,2026-01-12,2026-03-20,4.89,4.51,-7.77,67,0,36.151816946338045,39.19745955365721,-7.770000000000003,-10%~-5%,2026-03
sh.600584,2026-01-06,2026-03-23,38.6,40.48,4.87,76,1,37.91241043162471,39.19745955365721,-3.278399000000004,2%~5%,2026-03
sh.600585,2026-01-09,2026-03-23,22.91,23.1,0.83,73,1,38.22708343820719,39.19745955365721,-2.4756097117000135,0%~2%,2026-03
sh.600703,2025-12-10,2026-03-24,13.84,14.0,1.16,104,1,38.67051760609039,39.19745955365721,-1.344326784355732,0%~2%,2026-03
sz.000651,2026-03-16,2026-03-24,38.5,37.15,-3.51,8,0,37.31318243811662,39.19745955365721,-4.807140914224846,-5%~-2%,2026-03
sz.000899,2026-01-13,2026-03-24,10.36,13.11,26.54,70,1,47.21610105719277,47.21610105719277,0.0,>10%,2026-03
sh.600406,2025-12-15,2026-03-24,23.3,27.42,17.68,99,1,55.56390772410446,55.56390772410446,0.0,>10%,2026-03
sz.000858,2026-01-30,2026-03-24,110.77,100.88,-8.93,53,0,50.60205076434193,55.56390772410446,-8.93,-10%~-5%,2026-03
sh.600016,2026-02-09,2026-03-24,3.87,3.74,-3.36,43,0,48.90182185866004,55.56390772410446,-11.989952,-5%~-2%,2026-03
sz.000858,2026-01-30,2026-03-24,110.77,100.88,-8.93,53,0,44.5348891666817,55.56390772410446,-19.8492492864,-10%~-5%,2026-03
sz.002415,2026-03-19,2026-03-24,31.183,29.697,-4.76,5,0,42.415028442347655,55.56390772410446,-23.664425020367354,-5%~-2%,2026-03
sh.600887,2026-03-17,2026-03-24,25.93,24.733,-4.62,7,0,40.455454128311196,55.56390772410446,-27.191128584426377,-5%~-2%,2026-03
sh.600519,2026-03-17,2026-03-27,1468.0,1400.0,-4.63,10,0,38.58236660217039,55.56390772410446,-30.56217933096744,-5%~-2%,2026-03
sh.600519,2026-03-17,2026-03-27,1468.0,1400.0,-4.63,10,0,36.7960030284899,55.56390772410446,-33.77715042794364,-5%~-2%,2026-03
sh.600310,2025-12-26,2026-04-03,3.878,4.941,27.44,98,1,46.89282625950753,55.56390772410446,-15.605600505371376,>10%,2026-04
sh.600104,2026-03-16,2026-04-21,14.62,13.91,-4.86,36,0,44.61383490329546,55.56390772410446,-19.707168320810332,-5%~-2%,2026-04
sh.601166,2026-03-18,2026-04-23,19.0,18.22,-4.11,36,0,42.78020628877002,55.56390772410446,-23.007203702825027,-5%~-2%,2026-04
sh.603178,2026-04-20,2026-04-27,18.23,16.81,-7.79,7,0,39.44762821887483,55.56390772410446,-29.004942534374955,-10%~-5%,2026-04
sh.603160,2026-04-15,2026-04-27,68.576,64.66,-5.71,12,0,37.19516864757708,55.56390772410446,-33.058760315662155,-10%~-5%,2026-04
sh.600196,2026-03-30,2026-04-29,26.09,25.46,-2.41,30,0,36.29876508317047,55.56390772410446,-34.67204419205469,-5%~-2%,2026-04
sh.601899,2026-04-15,2026-04-29,35.75,32.55,-8.95,14,0,33.05002560822671,55.56390772410446,-40.51889623686581,-10%~-5%,2026-04
sh.600036,2026-03-16,2026-04-30,39.77,38.4,-3.44,45,0,31.913104727303715,55.56390772410446,-42.56504620631761,-5%~-2%,2026-04
sh.600036,2026-03-16,2026-04-30,39.77,38.4,-3.44,45,0,30.815293924684468,55.56390772410446,-44.540808616820286,-5%~-2%,2026-04
sh.600036,2026-03-16,2026-04-30,39.77,38.4,-3.44,45,0,29.75524781367532,55.56390772410446,-46.44860480040167,-5%~-2%,2026-04
sh.601857,2025-12-30,2026-05-08,10.06,11.33,12.62,129,1,33.51036008776114,55.56390772410446,-39.690418726212364,>10%,2026-05
sh.600276,2026-04-02,2026-05-11,57.505,52.585,-8.56,39,0,30.64187326424879,55.56390772410446,-44.85291888324859,-10%~-5%,2026-05
sz.000538,2026-04-03,2026-05-13,54.992,52.05,-5.35,40,0,29.00253304461148,55.56390772410446,-47.80328772299479,-10%~-5%,2026-05
sz.002304,2026-04-03,2026-05-13,51.85,47.61,-8.18,40,0,26.63012584156226,55.56390772410446,-52.07297878725381,-10%~-5%,2026-05
sh.600763,2026-04-29,2026-05-15,43.15,39.68,-8.04,16,0,24.489063723900653,55.56390772410446,-55.92631129275861,-10%~-5%,2026-05
sz.000630,2026-04-20,2026-05-18,6.4,6.003,-6.2,28,0,22.970741773018812,55.56390772410446,-58.65887999260758,-10%~-5%,2026-05
sz.000001,2026-03-30,2026-05-18,10.98,10.96,-0.18,49,0,22.929394437827376,55.56390772410446,-58.73329400862089,-2%~0%,2026-05
sh.601288,2026-03-20,2026-05-19,6.67,6.61,-0.89,60,0,22.72532282733071,55.56390772410446,-59.10056769194417,-2%~0%,2026-05
sz.300760,2026-05-07,2026-05-19,171.436,154.42,-9.93,12,0,20.468698270576773,55.56390772410446,-63.16188132013411,-10%~-5%,2026-05
sh.600031,2026-04-09,2026-05-19,20.7,19.52,-5.7,40,0,19.301982469153895,55.56390772410446,-65.26165408488647,-10%~-5%,2026-05
sz.000002,2026-05-07,2026-05-19,4.0,3.68,-8.0,12,0,17.757823871621586,55.56390772410446,-68.04072175809553,-10%~-5%,2026-05
sh.600085,2026-05-13,2026-05-19,28.04,26.3,-6.21,6,0,16.655063009193885,55.56390772410446,-70.02539293691781,-10%~-5%,2026-05
sz.002460,2026-03-30,2026-05-20,81.0,74.69,-7.79,51,0,15.357633600777682,55.56390772410446,-72.36041482713192,-10%~-5%,2026-05
sz.300015,2026-04-24,2026-05-20,10.25,9.78,-4.59,26,0,14.652718218501985,55.56390772410446,-73.62907178656657,-5%~-2%,2026-05
sz.300122,2026-05-12,2026-05-22,16.2,14.49,-10.56,10,0,13.105391174628174,55.56390772410446,-76.41384180590514,<-10%,2026-05
sh.600010,2026-04-09,2026-05-22,2.8,2.52,-10.0,43,0,11.794852057165357,55.56390772410446,-78.77245762531462,<-10%,2026-05
sh.600690,2026-04-29,2026-05-22,21.38,20.45,-4.35,23,0,11.281775992678664,55.56390772410446,-79.69585571861343,-5%~-2%,2026-05
sz.002415,2026-04-14,2026-05-22,32.004,31.8,-0.64,38,0,11.20957262632552,55.56390772410446,-79.8258022420143,-2%~0%,2026-05
sh.600588,2026-04-21,2026-05-22,12.55,10.9,-13.15,31,0,9.735513825963716,55.56390772410446,-82.47870924718943,<-10%,2026-05
sz.000063,2026-04-10,2026-05-22,35.5,35.11,-1.1,42,0,9.628423173878115,55.56390772410446,-82.67144344547035,-2%~0%,2026-05
sh.600887,2026-04-30,2026-05-25,26.568,25.322,-4.69,25,0,9.176850127023231,55.56390772410446,-83.48415274787779,-5%~-2%,2026-05
sh.600030,2026-04-13,2026-05-25,25.62,26.05,1.68,42,1,9.331021209157221,55.56390772410446,-83.20668651404213,0%~2%,2026-05
sz.300059,2026-04-14,2026-05-25,20.09,19.72,-1.84,41,0,9.159330418908729,55.56390772410446,-83.51568348218376,-2%~0%,2026-05
sz.300750,2026-03-11,2026-05-26,373.72,406.19,8.69,76,1,9.955276232311897,55.56390772410446,-82.08319637678552,5%~10%,2026-05
sz.002142,2026-04-21,2026-05-28,32.4,30.6,-5.56,37,0,9.401762873795356,55.56390772410446,-83.07937065823626,-10%~-5%,2026-05
sh.600570,2026-05-07,2026-05-28,27.431,25.132,-8.38,21,0,8.613895144971305,55.56390772410446,-84.49731939707605,-10%~-5%,2026-05
sz.000651,2026-04-29,2026-05-29,39.99,38.0,-4.98,30,0,8.184923166751735,55.56390772410446,-85.26935289110166,-5%~-2%,2026-05
sh.601398,2026-03-16,2026-05-29,7.036,7.03,-0.09,74,0,8.177556735901659,55.56390772410446,-85.28261047349966,-2%~0%,2026-05
sh.600406,2026-05-14,2026-05-29,28.41,25.11,-11.62,15,0,7.2273246431898865,55.56390772410446,-86.992771136479,<-10%,2026-05
sh.603259,2026-03-30,2026-05-29,94.397,100.8,6.78,60,1,7.717337253998162,55.56390772410446,-86.11088101953229,5%~10%,2026-05
sh.603178,2026-05-18,2026-06-01,21.2,17.5,-17.45,14,0,6.370661903175483,55.56390772410446,-88.5345322816239,<-10%,2026-06
sz.002230,2026-04-23,2026-06-05,49.73,45.83,-7.84,43,0,5.871202009966525,55.56390772410446,-89.4334249507446,-10%~-5%,2026-06
sz.000338,2026-04-13,2026-06-09,26.3,30.49,15.93,57,1,6.806484490154192,55.56390772410446,-87.75016954539821,>10%,2026-06
sh.601100,2026-04-17,2026-06-09,106.75,122.5,14.75,53,1,7.810440952451935,55.56390772410446,-85.94331955334444,>10%,2026-06
sh.600900,2026-03-04,2026-06-09,26.8,27.63,3.1,97,1,8.052564621977945,55.56390772410446,-85.5075624594981,2%~5%,2026-06
sz.000725,2026-04-21,2026-06-09,4.19,6.52,55.61,49,1,12.53059580825988,55.56390772410446,-77.44831794322499,>10%,2026-06
sh.600584,2026-04-13,2026-06-09,42.5,75.29,77.15,57,1,22.19795047433238,55.56390772410446,-60.0496952364231,>10%,2026-06
sh.601398,2026-06-09,2026-06-09,7.46,7.54,1.07,0,1,22.435468544407733,55.56390772410446,-59.62222697545283,0%~2%,2026-06
sh.601939,2026-03-09,2026-06-09,8.96,10.36,15.62,92,1,25.939888731044224,55.56390772410446,-53.31521882901855,>10%,2026-06
sz.002371,2026-04-28,2026-06-09,511.54,617.1,20.64,42,1,31.29388176513175,55.56390772410446,-43.67947999532799,>10%,2026-06
sz.300124,2026-05-07,2026-06-09,71.426,74.6,4.44,33,1,32.6833301155036,55.56390772410446,-41.178848907120546,2%~5%,2026-06
sz.000899,2026-05-20,2026-06-09,14.3,13.32,-6.85,20,0,30.444522002591604,55.56390772410446,-45.20809775698279,-10%~-5%,2026-06
sh.601168,2026-04-17,2026-06-09,28.57,29.5,3.26,53,1,31.437013419876088,55.56390772410446,-43.42188174386044,2%~5%,2026-06
sz.000630,2026-05-26,2026-06-09,6.648,6.25,-5.99,14,0,29.553936316025514,55.56390772410446,-46.81091102740319,-10%~-5%,2026-06
sz.001896,2026-01-13,2026-06-09,6.24,21.56,245.51,147,1,102.11180536549975,102.11180536549975,0.0,,2026-06
sh.600310,2026-04-24,2026-06-09,5.26,5.08,-3.42,46,0,98.61958162199966,102.11180536549975,-3.4199999999999995,-5%~-2%,2026-06
sh.603986,2026-04-22,2026-06-09,303.058,500.5,65.15,48,1,162.87023904873243,162.87023904873243,0.0,>10%,2026-06
sh.601166,2026-05-28,2026-06-09,18.09,18.45,1.99,12,1,166.11135680580222,166.11135680580222,0.0,0%~2%,2026-06
sz.000001,2026-06-03,2026-06-09,11.03,11.13,0.91,6,1,167.62297015273504,167.62297015273504,0.0,0%~2%,2026-06
sh.600703,2026-04-23,2026-06-09,15.9,17.3,8.81,47,1,182.390553823191,182.390553823191,0.0,5%~10%,2026-06
sh.600036,2026-06-01,2026-06-09,38.0,38.49,1.29,8,1,184.74339196751015,184.74339196751015,0.0,0%~2%,2026-06
sz.000333,2026-04-03,2026-06-09,77.3,82.36,6.55,67,1,196.8440841413821,196.8440841413821,0.0,5%~10%,2026-06
sh.600330,2026-02-04,2026-06-09,15.7,29.46,87.64,125,1,369.35823948288936,369.35823948288936,0.0,>10%,2026-06
sh.600036,2026-06-01,2026-06-09,38.0,38.49,1.29,8,1,374.1229607722186,374.1229607722186,0.0,0%~2%,2026-06
sh.600036,2026-06-01,2026-06-09,38.0,38.49,1.29,8,1,378.9491469661802,378.9491469661802,0.0,0%~2%,2026-06
