code,entry,exit,entry_p,exit_p,pnl,days,win,bin,month
sz000858,2025-08-29 11:30:00,2025-09-16 14:00:00,128.97,125.64,-2.58,18,0,-5~-2%,2025-09
sz000858,2025-09-29 15:00:00,2025-10-22 11:30:00,122.42,120.28,-1.75,22,0,-2~0%,2025-10
sz000858,2025-11-10 11:30:00,2025-11-24 14:00:00,118.26,119.19,0.79,14,1,0~2%,2025-11
sz000858,2025-12-15 11:30:00,2025-12-18 11:30:00,112.96,110.68,-2.02,3,0,-5~-2%,2025-12
sz000858,2025-12-25 15:00:00,2025-12-29 11:30:00,110.47,108.7,-1.6,3,0,-2~0%,2025-12
sz000858,2026-01-05 11:30:00,2026-01-15 11:30:00,107.16,106.39,-0.72,10,0,-2~0%,2026-01
sz000858,2026-01-29 15:00:00,2026-02-12 11:30:00,106.68,104.87,-1.7,13,0,-2~0%,2026-02
sz000858,2026-03-13 14:00:00,2026-03-20 10:30:00,103.03,102.53,-0.49,6,0,-2~0%,2026-03
sz000858,2026-03-25 15:00:00,2026-04-07 15:00:00,102.42,102.56,0.14,13,1,0~2%,2026-04
sz000858,2026-04-15 10:30:00,2026-04-20 11:30:00,102.9,101.49,-1.37,5,0,-2~0%,2026-04
sz000858,2026-04-24 11:30:00,2026-04-27 14:00:00,101.72,100.11,-1.58,3,0,-2~0%,2026-04
sz000858,2026-05-27 15:00:00,2026-06-05 10:30:00,84.66,81.5,-3.73,8,0,-5~-2%,2026-06
sz002415,2025-06-24 11:30:00,2025-07-01 14:00:00,27.56,27.42,-0.51,7,0,-2~0%,2025-07
sz002415,2025-07-11 10:30:00,2025-08-01 10:30:00,27.79,28.26,1.69,21,1,0~2%,2025-08
sz002415,2025-08-01 11:30:00,2025-08-28 15:00:00,29.2,30.76,5.34,27,1,5~10%,2025-08
sz002415,2025-09-08 14:00:00,2025-09-23 11:30:00,30.62,30.23,-1.27,14,0,-2~0%,2025-09
sz002415,2025-09-25 10:30:00,2025-10-20 11:30:00,31.0,32.51,4.87,25,1,2~5%,2025-10
sz002415,2025-12-01 11:30:00,2025-12-05 11:30:00,30.34,29.96,-1.25,4,0,-2~0%,2025-12
sz002415,2025-12-24 15:00:00,2026-01-30 11:30:00,29.38,31.33,6.64,36,1,5~10%,2026-01
sz002415,2026-02-05 11:30:00,2026-02-25 15:00:00,32.38,32.11,-0.83,20,0,-2~0%,2026-02
sz002415,2026-03-10 14:00:00,2026-03-20 10:30:00,31.18,31.27,0.29,9,1,0~2%,2026-03
sz002415,2026-04-08 14:00:00,2026-05-12 11:30:00,30.8,34.77,12.89,33,1,>10%,2026-05
sh600036,2025-06-03 14:00:00,2025-06-27 14:00:00,44.26,46.66,5.42,24,1,5~10%,2025-06
sh600036,2025-07-07 15:00:00,2025-07-11 11:30:00,47.2,46.11,-2.31,3,0,-5~-2%,2025-07
sh600036,2025-07-23 11:30:00,2025-07-30 10:30:00,45.14,44.17,-2.15,6,0,-5~-2%,2025-07
sh600036,2025-08-05 15:00:00,2025-08-11 10:30:00,45.29,44.53,-1.68,5,0,-2~0%,2025-08
sh600036,2025-08-26 10:30:00,2025-08-27 15:00:00,43.89,43.1,-1.8,1,0,-2~0%,2025-08
sh600036,2025-09-02 15:00:00,2025-09-15 15:00:00,43.42,42.17,-2.88,13,0,-5~-2%,2025-09
sh600036,2025-10-14 14:00:00,2025-10-29 11:30:00,41.45,41.21,-0.58,14,0,-2~0%,2025-10
sh600036,2025-11-03 15:00:00,2025-11-17 11:30:00,41.73,42.58,2.04,13,1,2~5%,2025-11
sh600036,2025-11-20 14:00:00,2025-12-10 11:30:00,43.67,41.92,-4.01,19,0,-5~-2%,2025-12
sh600036,2025-12-19 10:30:00,2026-01-08 14:00:00,42.37,41.59,-1.84,20,0,-2~0%,2026-01
sh600036,2026-01-27 11:30:00,2026-02-12 14:00:00,38.45,38.78,0.86,16,1,0~2%,2026-02
sh600036,2026-03-03 14:00:00,2026-03-04 11:30:00,39.31,38.5,-2.06,0,0,-5~-2%,2026-03
sh600036,2026-03-12 10:30:00,2026-03-23 11:30:00,39.45,39.04,-1.04,11,0,-2~0%,2026-03
sh600036,2026-03-26 11:30:00,2026-04-07 15:00:00,39.54,39.0,-1.37,12,0,-2~0%,2026-04
sh600036,2026-04-15 11:30:00,2026-04-27 10:30:00,39.72,39.52,-0.5,11,0,-2~0%,2026-04
sh600036,2026-05-29 11:30:00,2026-06-09 15:00:00,37.52,38.49,2.59,11,1,2~5%,2026-06
sz000333,2025-06-24 11:30:00,2025-07-08 11:30:00,73.26,72.19,-1.46,14,0,-2~0%,2025-07
sz000333,2025-07-11 11:30:00,2025-07-28 11:30:00,72.63,72.56,-0.1,17,0,-2~0%,2025-07
sz000333,2025-07-30 14:00:00,2025-07-31 11:30:00,72.57,70.63,-2.67,0,0,-5~-2%,2025-07
sz000333,2025-08-12 11:30:00,2025-09-15 15:00:00,72.22,74.93,3.75,34,1,2~5%,2025-09
sz000333,2025-10-23 11:30:00,2025-11-19 10:30:00,74.04,77.38,4.51,26,1,2~5%,2025-11
sz000333,2025-11-21 15:00:00,2025-12-09 15:00:00,79.25,80.42,1.48,18,1,0~2%,2025-12
sz000333,2026-01-21 10:30:00,2026-01-23 11:30:00,78.96,77.03,-2.44,2,0,-5~-2%,2026-01
sz000333,2026-01-30 11:30:00,2026-02-09 14:00:00,78.4,78.55,0.19,10,1,0~2%,2026-02
sz000333,2026-03-11 11:30:00,2026-03-20 11:30:00,77.32,75.69,-2.11,9,0,-5~-2%,2026-03
sz000333,2026-03-31 11:30:00,2026-05-22 15:00:00,76.75,80.26,4.57,52,1,2~5%,2026-05
sz000333,2026-06-01 11:30:00,2026-06-09 15:00:00,81.38,82.36,1.2,8,1,0~2%,2026-06
sh600310,2025-06-26 10:30:00,2025-07-15 11:30:00,4.07,4.2,3.19,19,1,2~5%,2025-07
sh600310,2025-07-22 10:30:00,2025-07-28 14:00:00,4.24,4.15,-2.12,6,0,-5~-2%,2025-07
sh600310,2025-08-07 14:00:00,2025-08-15 10:30:00,4.16,4.06,-2.4,7,0,-5~-2%,2025-08
sh600310,2025-09-09 10:30:00,2025-09-19 11:30:00,4.04,3.97,-1.73,10,0,-2~0%,2025-09
