date,open,high,low,close,volume,code
2024-01-02,4.34,4.47,4.3,4.42,15435700,
2024-01-03,4.41,4.47,4.4,4.46,12847001,
2024-01-04,4.47,4.51,4.43,4.47,12799999,
2024-01-05,4.45,4.53,4.39,4.41,14650867,
2024-01-08,4.44,4.44,4.31,4.31,10036900,
2024-01-09,4.35,4.38,4.3,4.32,7753896,
2024-01-10,4.32,4.35,4.24,4.31,9118337,
2024-01-11,4.32,4.41,4.29,4.35,12186704,
2024-01-12,4.31,4.63,4.31,4.48,37325535,
2024-01-15,4.48,4.51,4.3,4.33,27884834,
2024-01-16,4.36,4.37,4.2,4.28,23758002,
2024-01-17,4.28,4.29,4.15,4.16,13898300,
2024-01-18,4.11,4.14,3.95,4.07,21823244,
2024-01-19,4.06,4.1,4.01,4.02,9944134,
2024-01-22,4.0,4.06,3.77,3.8,15207800,
2024-01-23,3.83,3.85,3.73,3.81,12666166,
2024-01-24,3.82,3.91,3.74,3.91,11839933,
2024-01-25,3.96,4.06,3.92,4.06,13983318,
2024-01-26,4.06,4.13,4.02,4.09,12391800,
2024-01-29,4.11,4.15,4.02,4.03,12461124,
2024-01-30,4.02,4.12,3.98,4.0,12052600,
2024-01-31,4.05,4.23,3.89,3.89,26231200,
2024-02-01,3.79,3.89,3.72,3.75,21789900,
2024-02-02,3.75,3.82,3.41,3.54,24717000,
2024-02-05,3.51,3.53,3.19,3.19,26885301,
2024-02-06,3.01,3.3,2.93,3.18,27975991,
2024-02-07,3.18,3.23,2.97,3.01,31218323,
2024-02-08,3.04,3.17,2.95,3.16,27109086,
2024-02-19,3.2,3.48,3.2,3.48,33678171,
2024-02-20,3.48,3.49,3.35,3.41,26341998,
2024-02-21,3.4,3.55,3.35,3.45,20144723,
2024-02-22,3.45,3.52,3.42,3.52,16387081,
2024-02-23,3.52,3.87,3.5,3.87,27214858,
2024-02-26,3.79,3.83,3.68,3.78,44341100,
2024-02-27,3.73,3.8,3.68,3.8,26980700,
2024-02-28,3.86,3.87,3.57,3.57,39225830,
2024-02-29,3.52,3.69,3.52,3.69,23538665,
2024-03-01,3.74,3.83,3.69,3.74,21963835,
2024-03-04,3.73,3.76,3.62,3.72,19163288,
2024-03-05,3.7,3.73,3.63,3.66,11680647,
2024-03-06,3.69,3.84,3.68,3.74,28419801,
2024-03-07,3.78,3.96,3.78,3.84,47227558,
2024-03-08,3.9,4.18,3.83,4.08,62120883,
2024-03-11,4.49,4.49,4.31,4.49,32424641,
2024-03-12,4.94,4.94,4.51,4.54,136655007,
2024-03-13,4.35,4.9,4.35,4.63,103718175,
2024-03-14,4.51,4.55,4.28,4.36,71609980,
2024-03-15,4.35,4.48,4.33,4.4,40972860,
2024-03-18,4.4,4.84,4.4,4.84,69641851,
2024-03-19,4.96,5.11,4.77,4.81,114974974,
2024-03-20,4.76,4.89,4.64,4.72,60572366,
2024-03-21,4.74,4.76,4.64,4.69,41483546,
2024-03-22,4.73,5.15,4.72,4.92,104042158,
2024-03-25,5.05,5.41,4.95,5.41,84604886,
2024-03-26,5.41,5.85,5.29,5.74,169584998,
2024-03-27,5.23,5.4,5.17,5.17,79390552,
2024-03-28,4.73,5.02,4.65,4.91,107837198,
2024-03-29,4.83,5.12,4.75,4.83,69140834,
2024-04-01,4.83,4.92,4.75,4.81,58807251,
2024-04-02,4.78,4.86,4.65,4.71,56278394,
2024-04-03,4.69,4.69,4.52,4.6,43053863,
2024-04-08,4.6,5.06,4.53,5.06,103573284,
2024-04-09,5.07,5.43,4.88,4.96,118856153,
2024-04-10,4.9,5.27,4.86,5.07,100252173,
2024-04-11,4.93,4.96,4.78,4.84,68005430,
2024-04-12,4.8,5.0,4.7,4.73,60065426,
2024-04-15,4.6,4.74,4.43,4.5,57137667,
2024-04-16,4.43,4.56,4.09,4.13,51471913,
2024-04-17,4.16,4.36,4.16,4.33,36041101,
2024-04-18,4.34,4.39,4.18,4.19,40479100,
2024-04-19,4.15,4.26,4.05,4.09,31540774,
2024-04-22,4.08,4.09,3.93,3.95,29253043,
2024-04-23,3.93,4.0,3.91,3.93,19006755,
2024-04-24,3.95,4.07,3.94,4.04,28080562,
2024-04-25,4.06,4.08,3.98,4.04,22499518,
2024-04-26,4.01,4.16,4.0,4.16,28751575,
2024-04-29,4.2,4.35,4.18,4.34,29278275,
2024-04-30,4.4,4.44,4.25,4.29,28465425,
2024-05-06,4.3,4.47,4.29,4.44,32765100,
2024-05-07,4.44,4.47,4.36,4.41,25668901,
2024-05-08,4.4,4.62,4.37,4.52,61730999,
2024-05-09,4.47,4.62,4.43,4.53,43813029,
2024-05-10,4.49,4.68,4.49,4.64,57788925,
2024-05-13,4.64,4.94,4.54,4.74,68964192,
2024-05-14,4.64,4.75,4.55,4.63,50559071,
2024-05-15,4.61,4.66,4.46,4.48,45135795,
2024-05-16,4.48,4.57,4.43,4.45,24986800,
2024-05-17,4.45,4.55,4.45,4.53,25336000,
2024-05-20,4.5,4.65,4.46,4.61,34578154,
2024-05-21,4.6,4.6,4.48,4.53,20279267,
2024-05-22,4.5,4.59,4.49,4.52,18582900,
2024-05-23,4.5,4.5,4.33,4.33,29975600,
2024-05-24,4.33,4.75,4.33,4.58,69141038,
2024-05-27,4.59,4.63,4.48,4.55,46231227,
2024-05-28,4.5,4.88,4.5,4.82,85676051,
2024-05-29,4.73,4.74,4.58,4.73,61770874,
2024-05-30,4.68,4.72,4.41,4.46,56279448,
2024-05-31,4.39,4.43,4.27,4.33,38073551,
2024-06-03,4.34,4.35,4.15,4.18,30338800,
2024-06-04,4.16,4.26,4.11,4.24,25980900,
2024-06-05,4.21,4.23,4.11,4.11,18892800,
2024-06-06,4.13,4.16,3.98,3.99,25574402,
2024-06-07,4.02,4.15,4.01,4.13,19745401,
2024-06-11,4.1,4.31,4.1,4.26,28668184,
2024-06-12,4.22,4.3,4.18,4.26,24700084,
2024-06-13,4.25,4.39,4.2,4.35,31983302,
2024-06-14,4.55,4.79,4.47,4.79,84610321,
2024-06-17,4.71,4.85,4.59,4.64,102966800,
2024-06-18,4.62,4.66,4.55,4.65,57067933,
2024-06-19,4.59,4.61,4.49,4.5,41231319,
2024-06-20,4.51,4.54,4.3,4.3,42067169,
2024-06-21,4.3,4.38,4.24,4.29,23345953,
2024-06-24,4.29,4.35,4.13,4.16,27774701,
2024-06-25,4.19,4.19,4.11,4.16,18246883,
2024-06-26,4.14,4.23,4.11,4.22,19024400,
2024-06-27,4.18,4.28,4.17,4.24,19473300,
2024-06-28,4.2,4.36,4.2,4.32,26639900,
2024-07-01,4.3,4.43,4.27,4.42,25750015,
2024-07-02,4.4,4.4,4.31,4.34,19976315,
2024-07-03,4.33,4.33,4.19,4.2,21765500,
2024-07-04,4.18,4.24,4.12,4.15,14997953,
2024-07-05,4.15,4.19,4.08,4.18,11103153,
2024-07-08,4.18,4.21,4.07,4.07,11542300,
2024-07-09,4.06,4.14,4.01,4.14,14759311,
2024-07-10,4.12,4.14,4.06,4.07,10380400,
2024-07-11,4.09,4.13,4.07,4.11,17411502,
2024-07-12,4.09,4.13,4.03,4.04,14029400,
2024-07-15,4.03,4.03,3.84,3.88,23014500,
2024-07-16,3.9,3.94,3.87,3.9,10102700,
2024-07-17,3.9,3.92,3.73,3.76,18181000,
2024-07-18,3.7,3.75,3.64,3.73,14176600,
2024-07-19,3.7,3.78,3.69,3.75,8853600,
2024-07-22,3.75,3.78,3.73,3.76,8709600,
2024-07-23,3.79,3.82,3.75,3.76,12166802,
2024-07-24,3.76,3.77,3.64,3.65,13452400,
2024-07-25,3.63,3.69,3.59,3.64,10918500,
2024-07-26,3.66,3.73,3.65,3.7,8585401,
2024-07-29,3.7,3.7,3.65,3.68,6724000,
2024-07-30,3.67,3.76,3.64,3.73,11123309,
2024-07-31,3.72,3.84,3.7,3.83,13918701,
2024-08-01,3.82,3.85,3.78,3.79,10862600,
2024-08-02,3.77,3.82,3.74,3.74,9159535,
2024-08-05,3.7,3.77,3.64,3.65,11745535,
2024-08-06,3.7,3.72,3.65,3.69,9397515,
2024-08-07,3.7,3.83,3.69,3.8,17574230,
2024-08-08,3.77,3.77,3.68,3.72,11302000,
2024-08-09,3.72,3.76,3.7,3.72,7782100,
2024-08-12,3.78,3.79,3.68,3.69,8364300,
2024-08-13,3.67,3.69,3.62,3.69,8875350,
2024-08-14,3.68,3.74,3.67,3.69,7117400,
2024-08-15,3.68,3.75,3.66,3.72,9969000,
2024-08-16,3.73,3.74,3.65,3.65,9737100,
2024-08-19,3.64,3.65,3.61,3.62,7837800,
2024-08-20,3.61,3.63,3.52,3.53,8217353,
2024-08-21,3.53,3.56,3.5,3.55,4381900,
2024-08-22,3.57,3.61,3.52,3.52,7797800,
2024-08-23,3.55,3.58,3.5,3.52,6488700,
2024-08-26,3.5,3.58,3.5,3.57,6380317,
2024-08-27,3.57,3.57,3.45,3.46,7317217,
2024-08-28,3.45,3.56,3.43,3.51,8634700,
2024-08-29,3.51,3.53,3.47,3.52,6720022,
2024-08-30,3.52,3.58,3.51,3.54,10738800,
2024-09-02,3.52,3.58,3.49,3.49,7848100,
2024-09-03,3.47,3.52,3.47,3.5,6384100,
2024-09-04,3.48,3.5,3.44,3.45,6338700,
2024-09-05,3.45,3.48,3.43,3.45,7168200,
2024-09-06,3.45,3.46,3.37,3.37,8211855,
2024-09-09,3.36,3.4,3.34,3.39,6231216,
2024-09-10,3.4,3.44,3.36,3.43,8910200,
2024-09-11,3.4,3.43,3.33,3.35,8013600,
2024-09-12,3.35,3.51,3.34,3.4,14031900,
2024-09-13,3.41,3.43,3.37,3.38,7795400,
2024-09-18,3.38,3.41,3.31,3.38,8245700,
2024-09-19,3.38,3.51,3.38,3.48,16110000,
2024-09-20,3.48,3.5,3.44,3.47,7671300,
2024-09-23,3.48,3.52,3.44,3.5,7514200,
2024-09-24,3.5,3.59,3.5,3.59,15663000,
2024-09-25,3.59,3.72,3.59,3.63,20468819,
2024-09-26,3.64,3.7,3.6,3.7,16029278,
2024-09-27,3.74,3.88,3.73,3.82,25526201,
2024-09-30,3.95,4.16,3.88,4.14,48224648,
2024-10-08,4.55,4.55,4.06,4.24,61619271,
2024-10-09,4.19,4.19,3.85,3.86,38707001,
2024-10-10,3.91,4.06,3.86,3.98,27608905,
2024-10-11,4.02,4.03,3.82,3.85,19895500,
2024-10-14,3.86,3.94,3.82,3.92,16843000,
2024-10-15,3.91,3.94,3.85,3.88,13932800,
2024-10-16,3.83,3.97,3.82,3.92,14500300,
2024-10-17,3.93,3.95,3.84,3.85,14588770,
2024-10-18,3.89,3.93,3.79,3.89,22040869,
2024-10-21,3.89,3.92,3.85,3.87,20471100,
2024-10-22,3.88,4.03,3.85,4.0,31212401,
2024-10-23,4.0,4.06,3.97,4.0,26471920,
