date,open,high,low,close,volume,_bs_code
2024-05-24,294.332697,294.8089635,287.7602193,287.7602193,2910662.0,
2024-05-27,287.7602193,290.0462985,285.40746279,286.89341427,2786400.0,
2024-05-28,287.62108545,287.96571381,283.47597212,285.64904539,2885204.0,
2024-05-29,284.52900322,289.4878224,284.52900322,286.55848134,2349267.0,
2024-05-30,286.232999,288.147601,283.9354766,285.68733743,1745637.0,
2024-05-31,287.7646806,288.46351033,277.75131214,277.75131214,3500048.0,
2024-06-03,281.30289885,286.9988398,280.52748504,283.9354766,3544720.0,
2024-06-04,282.1166047,287.7646806,281.9251445,285.7543485,2231660.0,
2024-06-05,285.99367375,293.5084866,285.99367375,291.27797527,3596943.0,
2024-06-06,293.5084866,293.5084866,286.3287291,291.67046868,3382002.0,
2024-06-07,291.67046868,292.81922988,286.4244592,286.97012077,3863202.0,
2024-06-11,286.97012077,290.6365836,285.87879763,289.55483347,2857740.0,
2024-06-12,289.49739541,289.63141755,283.53341018,283.56212921,3458276.0,
2024-06-13,286.78823358,286.78823358,282.08788567,283.51426416,3893737.0,
2024-06-14,283.94504961,286.3287291,276.38237171,286.3287291,7976039.0,
2024-06-17,282.5952552,285.24697897,281.23588778,283.34194998,2882219.0,
2024-06-18,282.43251403,283.361096,278.9575114,280.41260892,2146073.0,
2024-06-19,280.9678435,281.9251445,278.7660512,280.79552932,2065469.0,
2024-06-20,279.7233522,283.4568261,279.531892,282.23148082,2439404.0,
2024-06-21,281.55179711,283.49511814,276.06646238,278.55544498,3661401.0,
2024-06-24,277.61729,284.8927776,276.35365268,282.72927734,3735860.0,
2024-06-25,281.3507639,282.72927734,273.47217667,280.6806532,4005284.0,
2024-06-26,279.41701588,282.9781756,279.3404318,282.403795,2460579.0,
2024-06-27,279.89566638,282.74842336,278.58416401,281.9251445,2629536.0,
2024-06-28,279.1489716,282.5952552,277.7130201,278.48843391,3108580.0,
2024-07-01,278.71818615,279.83822832,270.0546121,272.85950403,2403019.0,
2024-07-02,272.4478646,276.42066375,271.0119131,273.0222452,2781416.0,
2024-07-03,271.32782243,273.03181821,266.97210288,268.6186606,2155862.0,
2024-07-04,269.958882,272.9265151,269.04944605,271.873484,2110066.0,
2024-07-05,271.03105912,274.25716349,268.83883983,273.72107493,2637963.0,
2024-07-08,273.76893998,275.16659944,267.36459629,268.3314703,2439251.0,
2024-07-09,268.3314703,270.42795949,264.4065362,269.10688411,2791249.0,
2024-07-10,268.8101208,271.42355253,265.7467576,266.9912489,2187903.0,
2024-07-11,267.95812291,270.4375325,263.0663148,270.06418511,3178970.0,
2024-07-12,271.91177604,272.14152828,262.300474,269.001581,3430354.0,
2024-07-15,267.5656295,269.958882,264.7894566,265.6510275,2217978.0,
2024-07-16,264.42568222,265.90949877,260.07953568,260.1944118,4033888.0,
2024-07-17,259.9072215,269.958882,257.8011593,269.001581,4675736.0,
2024-07-18,268.9058509,275.37720566,267.80495475,273.82637804,3999947.0,
2024-07-19,272.830785,274.23801747,270.5332626,273.07011025,3235215.0,
2024-07-22,272.97438015,275.20489148,270.30351036,272.01707915,2741085.0,
2024-07-23,271.75860788,272.5435947,264.6937265,264.7894566,3421842.0,
2024-07-24,263.4492352,264.47354727,257.9926195,259.31369488,3790030.0,
2024-07-25,258.6627302,259.428571,255.01541339,258.2798098,3254071.0,
2024-07-26,259.40942498,259.43814401,254.81438018,256.50880295,3291544.0,
2024-07-29,256.50880295,256.91086937,245.57642553,246.2178172,5648287.0,
2024-07-30,245.55727951,246.38055837,232.84432223,237.54467014,9104148.0,
2024-07-31,236.453347,249.84598799,236.453347,246.13166011,8061530.0,
2024-08-01,247.62504967,247.62504967,242.6758035,244.33193423,4583897.0,
2024-08-02,244.111755,253.63689995,243.62353149,249.23331535,4044507.0,
2024-08-05,248.89826,254.49847085,247.95053201,249.4726406,4742216.0,
2024-08-06,249.7598309,254.98669436,249.16630428,250.13317829,3095222.0,
2024-08-07,250.15232431,253.3018446,246.53372653,251.8658931,3300168.0,
2024-08-08,251.72229795,254.642066,248.97484408,252.727464,2381822.0,
2024-08-09,253.50287781,256.54709499,248.34302542,248.68765378,2819543.0,
2024-08-12,247.940959,252.2488135,246.53372653,250.812862,2319565.0,
2024-08-13,249.74068488,250.69798588,240.7612015,245.24137018,4041296.0,
2024-08-14,244.3989453,244.95417988,239.44969913,241.27814404,3005083.0,
2024-08-15,240.65589839,244.7818657,240.29212401,242.15886096,2655323.0,
2024-08-16,241.24942501,243.69054256,239.1337898,243.12573497,3223479.0,
2024-08-19,242.9629938,248.78338388,242.197153,244.6861356,2553348.0,
2024-08-20,244.111755,246.026357,239.52628321,240.282551,2903770.0,
2024-08-21,240.282551,241.73764852,238.06161268,239.05720572,3049220.0,
2024-08-22,238.8465995,240.22511294,237.0277276,238.367949,3160456.0,
2024-08-23,236.47249302,238.2722189,233.581444,235.18013667,4590669.0,
2024-08-26,235.05568754,235.14184463,221.62475451,223.97014196,7426650.0,
2024-08-27,223.06070601,226.4016865,222.16084307,225.59755366,3081687.0,
2024-08-28,225.4443855,226.44955155,215.50760112,216.84782252,7072891.0,
2024-08-29,217.2115969,220.4664203,215.11510771,218.4560882,5404019.0,
