date,open,high,low,close,volume
2024-05-24,12.61971552,12.67924248,12.40145,12.43121348,137305516.0
2024-05-27,12.42129232,12.58995204,12.38160768,12.57010972,112394997.0
2024-05-28,12.51058276,12.60979436,12.42129232,12.43121348,89224969.0
2024-05-29,12.43121348,12.53042508,12.34192304,12.39152884,82795221.0
2024-05-30,12.33200188,12.40145,12.29231724,12.34192304,87185728.0
2024-05-31,12.40145,12.49074044,12.31215956,12.31215956,101552119.0
2024-06-03,12.23279028,12.3022384,12.12365752,12.2030268,127931287.0
2024-06-04,12.19310564,12.32208072,12.16334216,12.29231724,117531593.0
2024-06-05,12.27247492,12.37168652,12.21294796,12.26255376,98150719.0
2024-06-06,12.27247492,12.33200188,12.14349984,12.16334216,122525269.0
2024-06-07,12.2030268,12.26255376,11.86570736,12.06413056,150035499.0
2024-06-11,11.99468244,12.12365752,11.9549978,12.02444592,102717244.0
2024-06-12,12.01452476,12.21294796,11.98476128,12.08397288,112141838.0
2024-06-13,12.08397288,12.16334216,12.04428824,12.07405172,92701225.0
2024-06-14,12.04428824,12.31215956,11.93515548,12.24271144,233772054.0
2024-06-17,12.12365752,12.27247492,12.09389404,12.24271144,126578143.0
2024-06-18,12.2526326,12.34192304,12.22286912,12.28239608,126535212.0
2024-06-19,12.29231724,12.29231724,12.06413056,12.09389404,104177218.0
2024-06-20,12.08397288,12.09389404,11.84586504,11.84586504,147766602.0
2024-06-21,11.8557862,11.9549978,11.7565746,11.84586504,117419432.0
2024-06-24,11.7565746,11.87562852,11.7069688,11.7069688,111382582.0
2024-06-25,11.68712648,11.74665344,11.41925516,11.44901864,152340175.0
2024-06-26,11.41925516,11.63752068,11.34980704,11.59783604,119378951.0
2024-06-27,11.52838792,11.53830908,11.25059544,11.25059544,128432293.0
2024-06-28,11.23075312,11.34980704,10.2684006,10.47674496,416615242.0
2024-07-01,10.39737568,10.64540468,10.24855828,10.38745452,240874112.0
2024-07-02,10.40729684,10.48666612,10.14934668,10.18903132,221449769.0
2024-07-03,10.19895248,10.29816408,9.92116,10.17911016,271951736.0
2024-07-04,10.14934668,10.27832176,10.05013508,10.05013508,150604348.0
2024-07-05,10.03029276,10.19895248,9.98068696,10.12950436,145882601.0
2024-07-08,10.0699774,10.10966204,9.85171188,9.88147536,164410473.0
2024-07-09,9.90131768,10.12950436,9.79218492,10.05013508,213894289.0
2024-07-10,9.98068696,10.2187948,9.95092348,10.04021392,152460812.0
2024-07-11,10.2187948,10.50650844,10.14934668,10.34776988,254023709.0
2024-07-12,10.32792756,10.38745452,10.23863712,10.27832176,127622228.0
2024-07-15,10.22871596,10.3180064,10.18903132,10.24855828,98832405.0
2024-07-16,10.25847944,10.39737568,10.20887364,10.3676122,133959312.0
2024-07-17,10.3676122,10.50650844,10.33784872,10.417218,150744592.0
2024-07-18,10.38745452,10.50650844,10.28824292,10.45690264,148456244.0
2024-07-19,10.39737568,10.665247,10.39737568,10.6156412,179107957.0
2024-07-22,10.77437976,10.8140644,10.48666612,10.60572004,193913248.0
