date,open,high,low,close,volume,code
2024-05-24,14.05367706,14.11119552,13.89070809,13.91946732,2599600.0,
2024-05-27,13.91946732,14.05367706,13.64146143,14.03450424,2454034.0,
2024-05-28,14.02491783,14.24540526,13.87153527,13.90988091,2377800.0,
2024-05-29,13.92905373,14.23581885,13.86194886,14.14954116,2869434.0,
2024-05-30,14.05367706,14.39878782,13.95781296,14.32209654,3225400.0,
2024-05-31,14.27416449,14.55217038,14.27416449,14.41796064,2307800.0,
2024-06-03,14.39878782,14.44671987,13.96739937,14.0920227,3137191.0,
2024-06-04,14.60010243,14.91645396,13.57435656,13.79484399,9226505.0,
2024-06-05,13.76608476,13.95781296,13.5168381,13.53601092,4807300.0,
2024-06-06,13.67022066,13.67022066,13.11420888,13.23883221,3973937.0,
2024-06-07,13.23883221,13.60311579,13.23883221,13.46890605,2812900.0,
2024-06-11,13.39221477,13.56477015,13.21007298,13.48807887,2520200.0,
2024-06-12,13.5168381,13.77567117,13.43056041,13.65104784,2216000.0,
2024-06-13,13.60311579,13.68939348,13.25800503,13.34428272,3213400.0,
2024-06-14,13.27717785,13.47849246,13.1333817,13.41138759,3011434.0,
2024-06-17,13.36345554,13.64146143,13.3251099,13.5168381,2395100.0,
2024-06-18,13.44973323,13.85236245,13.44973323,13.84277604,3089800.0,
2024-06-19,13.85236245,13.95781296,13.58394297,13.58394297,2364500.0,
2024-06-20,13.5168381,13.59352938,12.87454863,12.93206709,4721600.0,
2024-06-21,12.8457894,13.18131375,12.75951171,13.10462247,2411732.0,
2024-06-24,12.96082632,13.09503606,12.53902428,12.60612915,2870800.0,
2024-06-25,12.63488838,12.97999914,12.62530197,12.82661658,2456050.0,
2024-06-26,12.82661658,13.35386913,12.70199325,13.34428272,2492800.0,
2024-06-27,13.3251099,13.34428272,12.75951171,12.79785735,3073500.0,
2024-06-28,12.81703017,13.11420888,12.66364761,12.91289427,2769167.0,
2024-07-01,12.93206709,13.02793119,12.5581971,12.99917196,2805100.0,
2024-07-02,12.98958555,13.04710401,12.68282043,12.74033889,2394000.0,
2024-07-03,12.76909812,12.90330786,12.5581971,12.61571556,2174550.0,
