date,open,high,low,close,volume,code
2026-06-01,12.04,12.46,11.95,12.2,19472500.0,
2026-06-02,12.35,12.35,11.96,12.16,17016800.0,
2026-06-03,12.13,12.18,11.64,11.88,21258266.0,
2026-06-04,11.86,11.87,11.48,11.62,19091043.0,
2026-06-05,11.7,12.19,11.58,11.85,15600889.0,
2026-06-08,12.0,12.06,11.36,11.43,18124467.0,
2026-06-09,11.43,11.85,11.21,11.68,19637248.0,
2026-06-10,11.54,11.8,11.5,11.72,13799258.0,
2026-06-11,11.86,11.94,11.38,11.61,14641100.0,
2026-06-12,11.52,12.1,11.43,11.88,22656081.0,
2026-06-15,11.9,12.91,11.9,12.76,38992231.0,
2026-06-16,12.65,12.78,12.41,12.45,23214646.0,
2026-06-17,12.37,12.63,12.22,12.27,17511063.0,sz.000301
2026-06-18,12.1,12.13,11.46,11.59,27776239.0,sz.000301
2026-06-22,11.54,12.15,11.42,12.14,26913283.0,sz.000301
2026-06-23,12.22,12.54,11.88,11.89,22257773.0,sz.000301
2026-06-24,11.92,12.33,11.78,12.03,26335046.0,sz.000301
2026-06-25,11.91,11.94,11.44,11.54,24132926.0,sz.000301
