date,open,high,low,close,volume,_bs_code
2024-05-24,26.2648022,26.56316312,26.05685368,26.11110112,51262296.0,
2024-05-27,26.05685368,26.36425584,26.05685368,26.23767848,42145949.0,
2024-05-28,26.22863724,26.3552146,25.96644128,26.01164748,33348601.0,
2024-05-29,26.04781244,26.29192592,26.04781244,26.1743898,30245901.0,
2024-05-30,26.10205988,26.15630732,25.767534,25.77657524,45302182.0,
2024-05-31,25.83082268,25.93027632,25.59575044,25.59575044,35357073.0,
2024-06-03,25.60479168,25.86698764,25.52342052,25.83986392,37865336.0,
2024-06-04,25.79465772,26.0839774,25.6319154,25.87602888,48130815.0,
2024-06-05,26.01758844,26.1402684,25.75335468,25.78166544,48223404.0,
2024-06-06,25.8099762,26.11195764,25.73448084,25.92321924,36706822.0,
2024-06-07,25.88547156,25.9987146,25.39475172,25.53630552,45483277.0,
2024-06-11,25.46081016,25.5740532,25.13051796,25.21545024,38224534.0,
2024-06-12,25.22488716,25.55517936,25.15882872,25.49855784,37688732.0,
2024-06-13,25.51743168,25.54574244,25.2909456,25.35700404,30471246.0,
2024-06-14,25.32869328,25.715607,25.17770256,25.64011164,42549459.0,
2024-06-17,25.479684,25.55517936,25.22488716,25.36644096,27683356.0,
2024-06-18,25.35700404,25.44193632,24.83797344,24.9134688,55874550.0,
2024-06-19,24.95121648,24.95121648,24.6303612,24.83797344,34295891.0,
2024-06-20,24.78135192,24.84741036,24.16795212,24.2056998,61810741.0,
2024-06-21,24.1585152,24.46049664,23.9697768,24.32837976,55610009.0,
2024-06-24,24.21513672,24.66810888,24.16795212,24.50768124,46202466.0,
2024-06-25,24.4416228,24.71529348,24.26232132,24.31894284,43559484.0,
2024-06-26,24.30950592,24.57373968,24.17738904,24.52655508,28638392.0,
2024-06-27,24.43218588,24.52655508,24.22457364,24.31894284,35968988.0,
2024-06-28,24.31894284,24.69641964,24.27175824,24.38500128,37159882.0,
2024-07-01,24.38500128,24.52655508,24.12076752,24.50768124,34312984.0,
2024-07-02,24.4416228,24.61148736,24.300069,24.31894284,33341851.0,
2024-07-03,24.31894284,24.47937048,24.21513672,24.35669052,26057150.0,
2024-07-04,24.35669052,24.47937048,24.13020444,24.16795212,31970502.0,
2024-07-05,24.16795212,24.2528844,23.76216456,24.0169614,40815964.0,
2024-07-08,23.9225922,23.95090296,23.5923,23.7810384,46350709.0,
2024-07-09,23.6866692,23.74329072,23.33750316,23.5923,60408765.0,
2024-07-10,23.41299852,23.79991224,23.32806624,23.71497996,39335080.0,
2024-07-11,23.85653376,24.38500128,23.85653376,24.2528844,43136396.0,
2024-07-12,24.2528844,24.30950592,23.90371836,24.064146,35050540.0,
2024-07-15,24.064146,24.18682596,23.93202912,24.05470908,25743563.0,
2024-07-16,23.97921372,24.2056998,23.89428144,24.10189368,30460705.0,
2024-07-17,24.10189368,24.57373968,23.95090296,24.535992,52326385.0,
2024-07-18,24.4416228,24.771915,24.35669052,24.73416732,38049001.0,
2024-07-19,24.65867196,25.08333336,24.49824432,24.9134688,47259559.0,
2024-07-22,24.92290572,25.06445952,24.56430276,24.6303612,37147789.0,
2024-07-23,24.6775458,24.69641964,23.98865064,23.98865064,40855688.0,
2024-07-24,23.96033988,24.0169614,23.5451154,23.6394846,40864750.0,
2024-07-25,23.5451154,23.76216456,23.5451154,23.63004768,34117254.0,
2024-07-26,23.65835844,23.76216456,23.50736772,23.66779536,36188891.0,
2024-07-29,23.66779536,23.6866692,23.34694008,23.34694008,38802729.0,
2024-07-30,23.2620078,23.2620078,22.87509408,23.0260848,50637912.0,
2024-07-31,22.9317156,23.67723228,22.89396792,23.67723228,67525950.0,
2024-08-01,23.5923,23.61117384,23.120454,23.120454,52104175.0,
2024-08-02,22.96946328,23.15820168,22.94115252,23.06383248,29161078.0,
2024-08-05,22.95058944,23.36581392,22.81847256,22.95058944,46573013.0,
2024-08-06,23.03552172,23.14876476,22.77128796,22.94115252,41716965.0,
2024-08-07,22.92227868,22.92227868,22.7429772,22.75241412,39983462.0,
2024-08-08,22.65804492,23.0732694,22.43155884,23.01664788,50649104.0,
2024-08-09,23.03552172,23.18651244,22.81847256,22.82790948,25485397.0,
2024-08-12,22.79959872,23.05439556,22.78072488,22.9789002,23595727.0,
2024-08-13,22.98833712,23.03552172,22.62029724,22.73354028,29540900.0,
2024-08-14,22.6957926,22.72410336,22.47874344,22.49761728,26429953.0,
2024-08-15,22.4598696,22.7901618,22.37493732,22.70522952,31640828.0,
2024-08-16,22.648608,22.77128796,22.59198648,22.67691876,20641584.0,
