date,open,high,low,close,volume
2024-05-24,4.3487986,4.42442988,4.32989078,4.3487986,10891048
2024-05-27,4.37716033,4.41497597,4.3487986,4.39606815,10357772
2024-05-28,4.40552206,4.40552206,4.32989078,4.3487986,10810770
2024-05-29,4.32989078,4.39606815,4.32989078,4.3487986,9492799
2024-05-30,4.33934469,4.38661424,4.32043687,4.32989078,9599139
2024-05-31,4.3487986,4.37716033,4.32043687,4.3487986,9216466
2024-06-03,4.33934469,4.33934469,4.24480559,4.30152905,12745251
2024-06-04,4.29207514,4.32043687,4.2542595,4.30152905,10596301
2024-06-05,4.29207514,4.32043687,4.22589777,4.23535168,9156269
2024-06-06,4.23535168,4.2542595,4.14081258,4.1597204,15655620
2024-06-07,4.1597204,4.27316732,4.1597204,4.27316732,14111272
2024-06-11,4.24480559,4.2542595,4.12190476,4.1597204,15731214
2024-06-12,4.1597204,4.18808213,4.12190476,4.16917431,10152024
2024-06-13,4.18808213,4.18808213,4.11245085,4.16917431,9397917
2024-06-14,4.1597204,4.17862822,4.13135867,4.17862822,10299002
2024-06-17,4.14081258,4.20698995,4.12190476,4.13135867,10262960
2024-06-18,4.12190476,4.16917431,4.11245085,4.1597204,7373887
2024-06-19,4.16917431,4.17862822,4.09354303,4.11245085,7937644
2024-06-20,4.10299694,4.12190476,4.02736566,4.03681957,8985078
2024-06-21,4.03681957,4.11245085,4.01791175,4.04627348,7330622
2024-06-24,4.03681957,4.05572739,3.9706422,3.98955002,9283000
2024-06-25,3.98009611,4.05572739,3.9706422,4.00845784,8481007
2024-06-26,3.99900393,4.07463521,3.94228047,4.05572739,10935384
2024-06-27,4.04627348,4.04627348,3.95173438,3.9706422,10003333
2024-06-28,3.95173438,4.05572739,3.95173438,3.99900393,9565693
2024-07-01,3.99900393,4.05572739,3.95173438,4.02736566,11196957
2024-07-02,4.04627348,4.05572739,4.00845784,4.02736566,10526043
2024-07-03,4.03681957,4.03681957,3.92337265,3.93282656,12854100
2024-07-04,3.95173438,3.96118829,3.83828746,3.84774137,10556400
2024-07-05,3.85719528,3.89501092,3.81937964,3.88555701,8393298
2024-07-08,3.92337265,3.92337265,3.79101791,3.80047182,9629200
2024-07-09,3.80047182,3.90446483,3.77211009,3.88555701,12931965
2024-07-10,3.83828746,3.90446483,3.82883355,3.8761031,9337649
2024-07-11,3.93282656,3.94228047,3.85719528,3.92337265,12084722
2024-07-12,3.89501092,3.99900393,3.89501092,3.9706422,9875150
2024-07-15,3.96118829,3.9706422,3.90446483,3.91391874,9484538
2024-07-16,3.93338844,3.96259677,3.87497178,3.90418011,10019800
2024-07-17,3.894444,3.92365233,3.86523567,3.90418011,7450337
2024-07-18,3.90418011,3.95286066,3.84576345,3.93338844,10010766
2024-07-19,3.93338844,3.95286066,3.894444,3.92365233,8236266
2024-07-22,3.92365233,3.93338844,3.88470789,3.92365233,7444000
2024-07-23,3.90418011,4.04048565,3.90418011,3.96259677,15674799
2024-07-24,3.98206899,4.00154121,3.87497178,3.894444,17154638
2024-07-25,3.87497178,3.9918051,3.87497178,3.96259677,13659117
2024-07-26,3.98206899,4.04048565,3.97233288,4.02101343,9995296
2024-07-29,4.03074954,4.11837453,4.00154121,4.06969398,15164283
2024-07-30,4.06969398,4.23520785,4.02101343,4.1865273,22423253
2024-07-31,4.17679119,4.23520785,4.13784675,4.20599952,18848320
2024-08-01,4.20599952,4.30336062,4.1865273,4.27415229,19226725
2024-08-02,4.23520785,4.35204117,4.21573563,4.27415229,16584615
2024-08-05,4.26441618,4.30336062,4.13784675,4.14758286,22068753
2024-08-06,4.16705508,4.19626341,4.09890231,4.13784675,17055062
2024-08-07,4.12811064,4.17679119,4.10863842,4.13784675,9990625
2024-08-08,4.10863842,4.1865273,4.09890231,4.15731897,7716347
2024-08-09,4.17679119,4.17679119,4.10863842,4.10863842,7151150
2024-08-12,4.15731897,4.21573563,4.10863842,4.17679119,12816615
2024-08-13,4.16705508,4.23520785,4.12811064,4.20599952,11458994
2024-08-14,4.20599952,4.24494396,4.17679119,4.1865273,9668844
2024-08-15,4.14758286,4.23520785,4.13784675,4.20599952,10023800
2024-08-16,4.21573563,4.21573563,4.10863842,4.15731897,9945403
2024-08-19,4.13784675,4.16705508,4.09890231,4.14758286,8398593
2024-08-20,4.14758286,4.14758286,4.06969398,4.09890231,8931222
2024-08-21,4.0891662,4.09890231,4.02101343,4.05995787,7861871
2024-08-22,4.04048565,4.06969398,4.01127732,4.01127732,8459800
2024-08-23,4.02101343,4.05022176,3.9918051,4.01127732,8990500
2024-08-26,4.00154121,4.03074954,3.98206899,4.00154121,7508929
2024-08-27,3.9918051,4.01127732,3.93338844,3.95286066,7313833
2024-08-28,3.95286066,3.9918051,3.894444,3.93338844,7920514
2024-08-29,3.91391622,3.95286066,3.88470789,3.92365233,9634003
2024-08-30,3.93338844,3.98206899,3.83602734,3.93338844,17123785
2024-09-02,3.93338844,3.93338844,3.80681901,3.81655512,17426696
2024-09-03,3.81655512,3.83602734,3.71919402,3.73866624,18342461
2024-09-04,3.6997218,3.74840235,3.68998569,3.6997218,9533700
2024-09-05,3.70945791,3.77761068,3.70945791,3.76787457,9555546
2024-09-06,3.78734679,3.83602734,3.73866624,3.74840235,12583071
2024-09-09,3.76787457,3.77761068,3.6997218,3.70945791,7294564
2024-09-10,3.72893013,3.73866624,3.64130514,3.71919402,9263700
2024-09-11,3.6997218,3.71919402,3.66077736,3.67051347,5642696
2024-09-12,3.68998569,3.73866624,3.68024958,3.70945791,7929983
2024-09-13,3.70945791,3.71919402,3.67051347,3.68024958,8438833
2024-09-18,3.68024958,3.68998569,3.61209681,3.66077736,9401050
2024-09-19,3.66077736,3.75813846,3.65104125,3.73866624,9996863
2024-09-20,3.77761068,3.77761068,3.68998569,3.70945791,8141655
2024-09-23,3.70945791,3.75813846,3.68998569,3.75813846,7291793
2024-09-24,3.76787457,3.894444,3.74840235,3.894444,14788596
2024-09-25,3.94312455,4.03074954,3.92365233,3.96259677,16459530
2024-09-26,3.93338844,4.10863842,3.93338844,4.10863842,13963541
2024-09-27,4.16705508,4.27415229,4.13784675,4.22547174,21422423
2024-09-30,4.34230506,4.60518003,4.32283284,4.55649948,39188709
2024-10-08,4.99462443,4.99462443,4.50781893,4.73174946,46007773
