date,open,high,low,close,volume
2025-10-16,57.85845088,61.4073152,57.54942056,59.0148224,256325542
2025-10-17,59.064666,59.064666,55.2267088,55.31642728,179240230
2025-10-20,56.68214192,57.6690452,56.26345568,56.9712348,162519564
2025-10-21,58.815448,62.67334264,58.7656044,60.9587228,292936570
2025-10-22,59.9120072,60.9587228,59.34379016,59.92197592,132425023
2025-10-23,59.1145096,60.2609124,58.09770016,59.95188208,109740953
2025-10-24,60.69953608,63.9493388,60.47025552,63.71008952,234445779
2025-10-27,65.67392736,65.78358328,63.33127816,65.1954288,233992056
2025-10-28,64.4976184,65.5941776,63.799808,64.45774352,142632780
2025-10-29,65.70383352,67.26892256,64.96614824,67.06954816,180052783
2025-10-30,66.8901112,67.07951688,63.46087152,64.83655488,178788411
2025-10-31,65.9929264,66.67079936,62.802936,62.802936,173415239
2025-11-03,62.6035616,62.76306112,60.50016168,62.72318624,140414271
2025-11-04,62.3045,62.64343648,59.87213232,60.35063088,128990576
2025-11-05,58.4166992,61.26775312,58.17744992,60.78925456,112172866
2025-11-06,60.78925456,61.66650192,59.6129456,61.46712752,132471322
2025-11-07,60.53006784,60.809192,59.65282048,59.7126328,105363369
2025-11-10,59.313884,60.0116944,57.03104712,58.2173248,153527579
2025-11-11,58.79551056,58.9649788,56.05411256,56.31329928,108489718
2025-11-12,56.26345568,58.27713712,56.19367464,57.58929544,135717529
2025-11-13,57.0210784,58.1674812,56.70207936,57.20051536,93995272
2025-11-14,56.48276752,58.04785656,55.9245192,56.33323672,101754426
2025-11-17,56.31329928,57.26032768,55.94445664,56.3731116,74185638
2025-11-18,55.94445664,57.569358,55.2267088,56.43292392,105402888
2025-11-19,56.821704,57.75876368,56.23354952,56.572486,93532984
2025-11-20,57.9182632,58.0179504,55.50583296,55.575614,95981221
2025-11-21,53.831088,54.11021216,52.6348416,52.6846852,149999606
2025-11-24,53.02362168,53.6815572,52.0367184,53.083434,95703000
2025-11-25,54.05039984,56.21361208,53.87096288,55.5257704,145075983
2025-11-26,55.14695904,58.6659172,54.73824152,57.4198272,159153919
2025-11-27,57.5195144,58.94504136,56.6223296,56.78182912,126380424
2025-11-28,56.64226704,57.99801296,56.572486,57.59926416,96257755
2025-12-01,57.6690452,59.10454088,56.2235808,58.42666792,137736228
2025-12-02,58.38679304,61.307628,57.99801296,59.81232,181396504
2025-12-03,59.89206976,60.2110688,58.2671684,58.63601104,108086644
2025-12-04,58.42666792,59.54316456,56.93135992,59.44347736,103890858
2025-12-05,59.43350864,59.49332096,58.52635512,59.064666,71699567
2025-12-08,58.9151352,60.52009912,58.55626128,59.89206976,111448052
2025-12-09,59.88210104,61.31759672,59.4135712,60.4104432,110658149
2025-12-10,59.7126328,59.7126328,57.83851344,59.34379016,95668514
2025-12-11,59.29394656,61.1082536,58.00798168,58.067794,87639849
